CWE-134,CAPEC-135,0.5
CWE-134,CAPEC-67,0.5
CWE-362,CAPEC-29,0.495091
CWE-362,CAPEC-26,0.495091
CWE-284,CAPEC-474,0.46729
CWE-284,CAPEC-19,0.46729
CWE-94,CAPEC-35,0.429792
CWE-94,CAPEC-77,0.429792
CWE-189,CAPEC-26,0.25
CWE-189,CAPEC-29,0.25
CWE-189,CAPEC-35,0.25
CWE-189,CAPEC-77,0.25
CWE-287,CAPEC-94,0.249616
CWE-287,CAPEC-57,0.249616
CWE-287,CAPEC-22,0.249616
CWE-287,CAPEC-114,0.249616
CWE-59,CAPEC-76,0.240847
CWE-59,CAPEC-35,0.240847
CWE-59,CAPEC-17,0.240847
CWE-59,CAPEC-132,0.240847
CWE-78,CAPEC-88,0.197757
CWE-78,CAPEC-6,0.197757
CWE-78,CAPEC-43,0.197757
CWE-78,CAPEC-15,0.197757
CWE-78,CAPEC-108,0.197757
CWE-89,CAPEC-7,0.166593
CWE-89,CAPEC-66,0.166593
CWE-89,CAPEC-470,0.166593
CWE-89,CAPEC-110,0.166593
CWE-89,CAPEC-109,0.166593
CWE-89,CAPEC-108,0.166593
CWE-310,CAPEC-22,0.144144
CWE-19,CAPEC-59,0.142857
CWE-19,CAPEC-472,0.142857
CWE-19,CAPEC-13,0.142857
CWE-19,CAPEC-169,0.142857
CWE-19,CAPEC-79,0.142857
CWE-19,CAPEC-60,0.142857
CWE-254,CAPEC-79,0.142857
CWE-19,CAPEC-22,0.142857
CWE-254,CAPEC-60,0.142857
CWE-254,CAPEC-59,0.142857
CWE-254,CAPEC-472,0.142857
CWE-254,CAPEC-22,0.142857
CWE-254,CAPEC-169,0.142857
CWE-254,CAPEC-13,0.142857
CWE-200,CAPEC-13,0.142701
CWE-200,CAPEC-79,0.142701
CWE-200,CAPEC-60,0.142701
CWE-200,CAPEC-59,0.142701
CWE-200,CAPEC-472,0.142701
CWE-200,CAPEC-22,0.142701
CWE-200,CAPEC-169,0.142701
CWE-22,CAPEC-79,0.139704
CWE-22,CAPEC-139,0.139704
CWE-22,CAPEC-23,0.139704
CWE-22,CAPEC-78,0.139704
CWE-22,CAPEC-76,0.139704
CWE-22,CAPEC-64,0.139704
CWE-22,CAPEC-213,0.139704
CWE-255,CAPEC-13,0.136364
CWE-255,CAPEC-169,0.136364
CWE-255,CAPEC-22,0.136364
CWE-255,CAPEC-472,0.136364
CWE-255,CAPEC-59,0.136364
CWE-255,CAPEC-60,0.136364
CWE-255,CAPEC-79,0.136364
CWE-310,CAPEC-60,0.135135
CWE-310,CAPEC-13,0.135135
CWE-310,CAPEC-59,0.135135
CWE-310,CAPEC-472,0.135135
CWE-310,CAPEC-79,0.135135
CWE-310,CAPEC-169,0.135135
CWE-77,CAPEC-43,0.125
CWE-77,CAPEC-23,0.125
CWE-77,CAPEC-6,0.125
CWE-77,CAPEC-75,0.125
CWE-77,CAPEC-76,0.125
CWE-77,CAPEC-15,0.125
CWE-77,CAPEC-136,0.125
CWE-77,CAPEC-11,0.125
CWE-119,CAPEC-9,0.0899614
CWE-119,CAPEC-8,0.0899614
CWE-119,CAPEC-100,0.0899614
CWE-119,CAPEC-14,0.0899614
CWE-119,CAPEC-24,0.0899614
CWE-119,CAPEC-42,0.0899614
CWE-119,CAPEC-10,0.0899614
CWE-119,CAPEC-44,0.0899614
CWE-119,CAPEC-45,0.0899614
CWE-119,CAPEC-46,0.0899614
CWE-119,CAPEC-47,0.0899614
CWE-345,CAPEC-4,0.0833333
CWE-345,CAPEC-389,0.0833333
CWE-345,CAPEC-388,0.0833333
CWE-345,CAPEC-387,0.0833333
CWE-345,CAPEC-385,0.0833333
CWE-345,CAPEC-111,0.0833333
CWE-345,CAPEC-141,0.0833333
CWE-345,CAPEC-142,0.0833333
CWE-345,CAPEC-209,0.0833333
CWE-345,CAPEC-218,0.0833333
CWE-345,CAPEC-384,0.0833333
CWE-345,CAPEC-386,0.0833333
CWE-352,CAPEC-108,0.08
CWE-352,CAPEC-13,0.08
CWE-352,CAPEC-169,0.08
CWE-352,CAPEC-22,0.08
CWE-352,CAPEC-472,0.08
CWE-352,CAPEC-59,0.08
CWE-352,CAPEC-60,0.08
CWE-352,CAPEC-79,0.08
CWE-79,CAPEC-232,0.0588224
CWE-79,CAPEC-243,0.0588224
CWE-79,CAPEC-244,0.0588224
CWE-79,CAPEC-209,0.0588224
CWE-79,CAPEC-199,0.0588224
CWE-79,CAPEC-91,0.0588224
CWE-79,CAPEC-86,0.0588224
CWE-79,CAPEC-85,0.0588224
CWE-79,CAPEC-63,0.0588224
CWE-79,CAPEC-32,0.0588224
CWE-79,CAPEC-247,0.0588224
CWE-79,CAPEC-246,0.0588224
CWE-79,CAPEC-245,0.0588224
CWE-79,CAPEC-106,0.0588224
CWE-79,CAPEC-18,0.0588224
CWE-79,CAPEC-19,0.0588224
CWE-79,CAPEC-198,0.0588224
CWE-264,CAPEC-22,0.0403877
CWE-352,CAPEC-66,0.04
CWE-352,CAPEC-15,0.04
CWE-352,CAPEC-43,0.04
CWE-352,CAPEC-470,0.04
CWE-352,CAPEC-110,0.04
CWE-352,CAPEC-109,0.04
CWE-352,CAPEC-6,0.04
CWE-352,CAPEC-7,0.04
CWE-352,CAPEC-88,0.04
CWE-264,CAPEC-79,0.0371567
CWE-264,CAPEC-13,0.0371567
CWE-74,CAPEC-83,0.0263158
CWE-74,CAPEC-43,0.0263158
CWE-74,CAPEC-7,0.0263158
CWE-74,CAPEC-78,0.0263158
CWE-74,CAPEC-91,0.0263158
CWE-74,CAPEC-67,0.0263158
CWE-74,CAPEC-9,0.0263158
CWE-74,CAPEC-84,0.0263158
CWE-74,CAPEC-71,0.0263158
CWE-74,CAPEC-80,0.0263158
