systemtap:systemtap,12
tetex:tetex,12
windriver:vxworks,12
winzip:winzip,12
xerox:workcentre_232,12
xerox:workcentre_238,12
xerox:workcentre_245,12
xerox:workcentre_255,12
xerox:workcentre_265,12
xerox:workcentre_275,12
yahoo:yui,12
yapig:yapig,12
adobe:flash_player_for_linux,11
advanced_poll:advanced_poll,11
apache:cloudstack,11
argosoft:argosoft_mail_server,11
asterisk:asterisk_business_edition,11
authentium:command_antivirus,11
b2evolution:b2evolution,11
bestpractical:request_tracker,11
ca:brightstor_arcserve_backup_laptops_desktops,11
cerulean_studios:trillian_pro,11
cisco:catalyst_6503-e,11
cisco:catalyst_6504-e,11
cisco:catalyst_6506-e,11
cisco:catalyst_6509-e,11
cisco:catalyst_6509-neb-a,11
cisco:catalyst_6509-v-e,11
cisco:catalyst_6513,11
cisco:catalyst_6513-e,11
cisco:content_security_management_appliance,11
cisco:pix_firewall_515,11
cisco:pix_firewall_520,11
cisco:security_manager,11
cisco:telepresence_multipoint_switch,11
cisco:unified_operations_manager,11
cisco:unified_wireless_network_solution_software,11
codeaurora:android-msm,11
cpcommerce:cpcommerce,11
dolibarr:dolibarr,11
emc:documentum_webtop,11
etype:eserv,11
ez_publish:ez_publish,11
f5:big-ip_protocol_security_module,11
freepbx:freepbx,11
google:picasa,11
greg_roelofs:libpng,11
hp:linux_imaging_and_printing_project,11
ibm:domino,11
ibm:omnifind,11
ibm:security_appscan_source,11
ibm:websphere_extreme_scale,11
igniterealtime:openfire,11
indusoft:web_studio,11
info-zip:unzip,11
irssi:irssi,11
juniper:srx100,11
juniper:srx110,11
juniper:srx1400,11
juniper:srx210,11
juniper:srx220,11
juniper:srx240,11
juniper:srx3400,11
juniper:srx3600,11
juniper:srx550,11
juniper:srx650,11
kerio:personal_firewall,11
kerio:winroute_firewall,11
konstanty_bialkowski:libmodplug,11
limbo_cms:limbo_cms,11
marcus_schafer:kiwi,11
microsoft:data_access_components,11
microsoft:forefront_unified_access_gateway,11
microsoft:jscript,11
microsoft:msn_messenger,11
microsoft:netmeeting,11
microsoft:office_excel,11
microsoft:terminal_server,11
neocrome:seditio,11
nginx:nginx,11
novell:suse_studio_onsite,11
nvidia:gpu_driver,11
opendocman:opendocman,11
openstack:image_registry_and_delivery_service_%28glance%29,11
openx:openx,11
oracle:enterpriseone,11
papoo:papoo,11
pivotx:pivotx,11
plogger:plogger,11
polarssl:polarssl,11
putty:putty,11
realnetworks:helix_mobile_server,11
redmine:redmine,11
rsa:envision,11
sap:sap_web_application_server,11
sqlite:sqlite,11
stunnel:stunnel,11
sun:java_system_web_proxy_server,11
ubercart:ubercart,11
websense:v-series_appliances,11
websense:websense_web_security,11
xcloner:xcloner,11
zend:zend_framework,11
7t:igss,10
achievo:achievo,10
adobe:photoshop,10
adobe:robohelp,10
advanced_guestbook:advanced_guestbook,10
ahnlab:v3_internet_security,10
alcatel-lucent:omnipcx,10
apache:geronimo,10
aprelium_technologies:abyss_web_server,10
autonomy:keyview,10
avaya:converged_communications_server,10
avaya:definity_one_media_server,10
avaya:s8100,10
avira:antivir,10
axis:2100_network_camera,10
aztek_forum:aztek_forum,10
bugada_andrea:php_advanced_transfer_manager,10
ca:desktop_management_suite,10
ca:etrust_ez_armor,10
caldera:openlinux_eserver,10
chaos_tool_suite_project:ctools,10
cisco:asr_5000_series_software,10
cisco:content_services_switch_11500,10
cisco:firepower_extensible_operating_system,10
cisco:hosted_collaboration_solution,10
cisco:mds_9000,10
